menu_item_id,quantity,event_date,guest_count,event_type,predicted_cost,actual_cost,ingredient_cost,confidence
ITEM-005,37,2026-02-18,36,Wedding,58604516.4,55722239.08,35636677.65,0.85
ITEM-004,16,2026-12-08,33,Wedding,62731228.56,61191146.04,38146080.0,0.28
ITEM-034,82,2026-02-09,155,Other,4100.0,3833.53,0.0,0.63
ITEM-015,39,2026-12-03,79,Wedding,1950.0,2068.39,0.0,0.7
ITEM-002,92,2026-08-02,75,Birthday,180498.02,182185.6,126222.39,0.6
ITEM-003,16,2026-10-05,16,Birthday,13363.19,13253.21,8125.99,0.74
ITEM-003,92,2026-07-09,121,Corporate,66815.97,74259.08,46724.45,0.74
ITEM-003,27,2026-03-12,63,Birthday,21569.94,22939.18,13712.61,0.74
ITEM-034,8,2026-11-25,10,Wedding,400.0,444.71,0.0,0.63
ITEM-005,391,2026-07-04,342,Corporate,495445749.42,489323406.64,376592998.95,0.85
ITEM-012,46,2026-12-18,86,Wedding,19857.34,19618.09,12075.0,0.67
ITEM-019,18,2026-01-06,40,Birthday,12432.42,12702.82,7560.0,0.61
ITEM-026,33,2026-04-26,28,Wedding,13626.11,14081.97,8662.5,0.71
ITEM-012,9,2026-05-10,20,Wedding,3378.38,3135.19,2362.5,0.67
ITEM-012,22,2026-06-04,54,Birthday,8258.25,6747.51,5775.0,0.67
ITEM-015,14,2026-01-13,34,Corporate,700.0,718.47,0.0,0.7
ITEM-005,38,2026-02-13,79,Corporate,60188422.24,54505224.65,36599831.1,0.85
ITEM-021,77,2026-03-26,69,Wedding,89023.94,85694.91,56595.0,0.75
ITEM-014,55,2026-04-19,59,Birthday,2750.0,2638.08,0.0,0.75
ITEM-003,42,2026-04-19,89,Corporate,33553.24,32592.51,21330.73,0.74
ITEM-020,79,2026-10-19,90,Wedding,34102.82,39445.63,20737.5,0.77
ITEM-005,274,2026-03-27,642,Corporate,394365010.09,346947497.39,263904045.3,0.85
ITEM-015,21,2026-06-11,36,Wedding,1050.0,1045.88,0.0,0.7
ITEM-026,54,2026-12-06,56,Birthday,23310.79,22621.52,14175.0,0.71
ITEM-018,39,2026-06-23,56,Wedding,14639.62,14233.65,10237.5,0.64
ITEM-001,7,2026-11-11,16,Wedding,29021.07,33516.76,17647.35,0.62
ITEM-019,86,2026-04-07,208,Wedding,56816.76,55285.44,36120.0,0.61
ITEM-011,10,2026-08-19,13,Wedding,3753.75,4042.97,2625.0,0.69
ITEM-005,214,2026-07-16,448,Other,280007007.83,284314247.54,206114838.3,0.85
ITEM-024,70,2026-10-21,98,Corporate,30217.69,32879.64,18375.0,0.36
ITEM-026,39,2026-03-19,44,Other,16103.59,18327.05,10237.5,0.71
ITEM-010,59,2026-01-15,61,Corporate,2950.0,3071.82,0.0,0.41
ITEM-005,48,2026-01-04,95,Wedding,76027480.73,78983199.78,46231365.6,0.85
ITEM-025,17,2026-04-06,22,Birthday,7019.51,7006.02,4462.5,0.39
ITEM-016,7,2026-08-17,11,Corporate,350.0,355.97,0.0,0.55
ITEM-018,13,2026-10-13,25,Wedding,5611.86,5579.78,3412.5,0.64
ITEM-002,66,2026-08-23,154,Wedding,129487.71,122962.51,90550.85,0.6
ITEM-023,38,2026-05-13,69,Wedding,19969.95,21891.26,13965.0,0.35
ITEM-004,52,2026-08-22,47,Corporate,177283906.8,188731094.58,123974760.0,0.28
ITEM-022,15,2026-05-24,19,Birthday,5630.62,5317.35,3937.5,0.79
ITEM-016,115,2026-02-18,253,Corporate,5750.0,5447.82,0.0,0.55
ITEM-024,25,2026-02-08,20,Wedding,10792.03,10926.02,6562.5,0.36
ITEM-020,37,2026-03-13,56,Wedding,15277.76,15503.64,9712.5,0.77
ITEM-019,47,2026-10-23,77,Wedding,32462.43,36157.3,19740.0,0.61
ITEM-012,69,2026-07-21,138,Corporate,25900.88,26084.58,18112.5,0.67
ITEM-011,38,2026-05-20,80,Birthday,14264.25,14105.12,9975.0,0.69
ITEM-018,23,2026-07-09,37,Wedding,8633.62,9511.28,6037.5,0.64
ITEM-011,54,2026-12-07,113,Birthday,23310.79,23920.12,14175.0,0.69
ITEM-018,42,2026-09-09,95,Corporate,15765.75,17215.47,11025.0,0.64
ITEM-025,52,2026-02-09,53,Corporate,22447.42,20885.68,13650.0,0.39
ITEM-014,81,2026-12-21,158,Birthday,4050.0,3788.15,0.0,0.75
ITEM-013,37,2026-03-13,33,Wedding,15277.76,13146.39,9712.5,0.68
ITEM-023,36,2026-10-14,43,Other,21756.73,22632.72,13230.0,0.35
ITEM-016,63,2026-10-03,103,Birthday,3150.0,3757.98,0.0,0.55
ITEM-026,62,2026-11-25,151,Birthday,26764.24,24235.96,16275.0,0.71
ITEM-018,80,2026-01-08,81,Other,34534.5,32426.1,21000.0,0.64
ITEM-017,36,2026-09-02,39,Birthday,1800.0,1626.3,0.0,0.55
ITEM-025,11,2026-10-07,15,Wedding,4748.49,4811.08,2887.5,0.39
ITEM-017,34,2026-03-09,58,Corporate,1700.0,1488.88,0.0,0.55
ITEM-015,62,2026-06-27,81,Wedding,3100.0,2915.7,0.0,0.7
ITEM-015,17,2026-12-23,33,Birthday,850.0,994.6,0.0,0.7
ITEM-013,46,2026-12-22,65,Wedding,19857.34,19261.31,12075.0,0.68
ITEM-034,25,2026-09-10,33,Wedding,1250.0,1252.14,0.0,0.63
ITEM-004,44,2026-12-11,54,Wedding,172510878.54,169281200.82,104901720.0,0.28
ITEM-005,9,2026-08-22,13,Wedding,12395784.9,12380263.33,8668381.05,0.85
ITEM-002,33,2026-05-14,30,Wedding,64743.85,56320.32,45275.42,0.6
ITEM-024,41,2026-03-06,63,Wedding,16929.41,19053.49,10762.5,0.36
ITEM-013,16,2026-11-13,27,Wedding,6906.9,7129.48,4200.0,0.68
ITEM-014,9,2026-09-18,16,Wedding,450.0,466.64,0.0,0.75
ITEM-024,50,2026-02-17,121,Birthday,21584.06,22895.31,13125.0,0.36
ITEM-002,30,2026-10-08,63,Wedding,67686.76,69862.62,41159.48,0.6
ITEM-001,108,2026-04-24,226,Other,406871.76,399692.18,272273.4,0.62
ITEM-014,54,2026-10-11,47,Corporate,2700.0,2655.18,0.0,0.75
ITEM-010,48,2026-11-22,73,Wedding,2400.0,2537.11,0.0,0.41
ITEM-003,542,2026-07-17,1019,Wedding,354269.89,312794.64,275267.98,0.74
ITEM-003,30,2026-10-14,55,Other,25055.99,23708.42,15236.24,0.74
ITEM-022,7,2026-01-18,16,Other,3021.77,3411.02,1837.5,0.79
ITEM-022,33,2026-11-09,28,Wedding,14245.48,13158.33,8662.5,0.79
ITEM-019,47,2026-09-04,84,Birthday,28228.2,26274.92,19740.0,0.61
ITEM-021,7,2026-03-19,10,Birthday,8093.09,7599.96,5145.0,0.75
ITEM-025,102,2026-10-20,167,Wedding,41829.91,40473.25,26775.0,0.39
ITEM-010,21,2026-07-14,24,Wedding,1050.0,963.8,0.0,0.41
ITEM-004,56,2026-01-03,53,Corporate,219559299.96,213141792.56,133511280.0,0.28
ITEM-004,75,2026-10-04,79,Other,294052633.88,311474449.51,178809750.0,0.28
ITEM-025,28,2026-05-09,22,Birthday,10510.5,11070.64,7350.0,0.39
ITEM-024,98,2026-08-07,112,Wedding,36786.75,34302.09,25725.0,0.36
ITEM-022,57,2026-09-05,119,Birthday,21396.38,19429.98,14962.5,0.79
ITEM-005,66,2026-09-16,153,Corporate,90902422.61,95117700.51,63568127.7,0.85
ITEM-025,18,2026-10-10,15,Wedding,7770.26,6683.43,4725.0,0.39
ITEM-012,36,2026-06-25,50,Other,13513.5,12514.04,9450.0,0.67
ITEM-005,43,2026-06-17,71,Birthday,59224305.64,62098925.79,41415598.35,0.85
ITEM-026,28,2026-02-08,30,Wedding,12087.08,11821.71,7350.0,0.71
ITEM-034,39,2026-07-25,49,Corporate,1950.0,1862.9,0.0,0.63
ITEM-019,47,2026-07-01,62,Birthday,28228.2,32009.63,19740.0,0.61
ITEM-004,57,2026-02-17,48,Corporate,223480001.75,238660589.05,135895410.0,0.28
ITEM-010,48,2026-02-23,57,Corporate,2400.0,2639.6,0.0,0.41
ITEM-021,42,2026-08-19,64,Wedding,44144.1,50650.87,30870.0,0.75
ITEM-018,27,2026-03-19,39,Wedding,11148.64,11388.58,7087.5,0.64
ITEM-012,52,2026-12-23,69,Corporate,22447.42,24263.1,13650.0,0.67
ITEM-021,61,2026-03-18,74,Wedding,70525.46,63603.38,44835.0,0.75
ITEM-014,23,2026-01-06,31,Corporate,1150.0,1086.96,0.0,0.75
ITEM-001,29,2026-02-16,39,Corporate,120230.14,121814.71,73110.45,0.62
ITEM-022,32,2026-06-07,59,Wedding,12012.0,13472.99,8400.0,0.79
ITEM-026,22,2026-04-24,27,Birthday,9084.08,8118.76,5775.0,0.71
ITEM-020,19,2026-11-17,28,Wedding,8201.94,9318.4,4987.5,0.77
ITEM-012,129,2026-02-24,247,Other,52902.54,53407.2,33862.5,0.67
ITEM-013,12,2026-06-20,15,Wedding,4504.5,4628.79,3150.0,0.68
ITEM-014,16,2026-02-21,13,Other,800.0,794.16,0.0,0.75
ITEM-017,8,2026-06-09,13,Wedding,400.0,468.37,0.0,0.55
ITEM-002,27,2026-06-04,53,Corporate,52972.24,54145.23,37043.53,0.6
ITEM-001,34,2026-01-09,53,Other,140959.47,138074.41,85715.7,0.62
ITEM-004,60,2026-06-16,115,Birthday,204558354.0,228436158.67,143047800.0,0.28
ITEM-024,59,2026-05-25,90,Wedding,22147.12,21575.15,15487.5,0.36
ITEM-011,40,2026-09-10,79,Wedding,15015.0,13183.87,10500.0,0.69
ITEM-016,27,2026-05-11,32,Wedding,1350.0,1534.14,0.0,0.55
ITEM-034,26,2026-01-11,47,Wedding,1300.0,1379.89,0.0,0.63
ITEM-021,25,2026-04-27,32,Corporate,28903.88,29667.61,18375.0,0.75
ITEM-025,5,2026-08-27,10,Wedding,1876.88,1979.48,1312.5,0.39
ITEM-001,42,2026-08-27,66,Birthday,151414.26,160154.65,105884.1,0.62
ITEM-013,76,2026-08-04,129,Wedding,28528.5,29523.76,19950.0,0.68
ITEM-017,22,2026-09-13,28,Birthday,1100.0,943.93,0.0,0.55
ITEM-013,62,2026-01-23,124,Wedding,26764.24,26728.83,16275.0,0.68
ITEM-004,14,2026-12-27,23,Birthday,54889824.99,49984544.66,33377820.0,0.28
ITEM-023,26,2026-08-25,57,Wedding,13663.65,13833.65,9555.0,0.35
ITEM-025,29,2026-10-17,48,Other,12518.76,12847.13,7612.5,0.39
ITEM-001,55,2026-06-19,121,Wedding,198280.58,193732.48,138657.75,0.62
ITEM-011,46,2026-01-12,103,Corporate,19857.34,21202.87,12075.0,0.69
ITEM-025,14,2026-08-21,28,Corporate,5255.25,4731.53,3675.0,0.39
ITEM-001,34,2026-01-11,69,Other,140959.47,144495.16,85715.7,0.62
ITEM-021,16,2026-04-02,26,Birthday,18498.48,16459.77,11760.0,0.75
ITEM-017,21,2026-12-24,38,Birthday,1050.0,916.78,0.0,0.55
ITEM-021,7,2026-03-10,10,Corporate,8093.09,7693.04,5145.0,0.75
ITEM-015,14,2026-06-01,26,Birthday,700.0,714.1,0.0,0.7
ITEM-034,29,2026-01-07,43,Wedding,1450.0,1470.5,0.0,0.63
ITEM-019,46,2026-03-15,106,Wedding,30390.36,32490.65,19320.0,0.61
ITEM-034,41,2026-01-25,93,Wedding,2050.0,2338.41,0.0,0.63
ITEM-014,79,2026-03-19,178,Other,3950.0,3752.29,0.0,0.75
ITEM-003,32,2026-09-08,26,Wedding,23240.34,22871.33,16251.98,0.74
ITEM-002,65,2026-04-15,59,Birthday,140278.35,115063.16,89178.86,0.6
ITEM-015,62,2026-06-15,74,Other,3100.0,2377.41,0.0,0.7
ITEM-012,13,2026-06-14,18,Wedding,4879.88,4611.01,3412.5,0.67
ITEM-004,135,2026-10-11,321,Wedding,502830003.93,491452105.54,321857550.0,0.28
ITEM-002,28,2026-12-02,59,Birthday,63174.31,73838.82,38415.51,0.6
ITEM-034,141,2026-04-17,116,Wedding,7050.0,6598.25,0.0,0.63
ITEM-011,110,2026-12-06,228,Other,45110.69,47064.55,28875.0,0.69
ITEM-034,104,2026-04-10,185,Birthday,5200.0,5161.56,0.0,0.63
ITEM-015,12,2026-11-22,17,Birthday,600.0,618.7,0.0,0.7
ITEM-002,12,2026-12-10,19,Wedding,27074.7,27556.12,16463.79,0.6
ITEM-014,22,2026-03-26,34,Other,1100.0,1236.5,0.0,0.75
ITEM-015,29,2026-11-04,63,Wedding,1450.0,1599.68,0.0,0.7
ITEM-023,51,2026-07-23,57,Wedding,26801.78,28143.22,18742.5,0.35
ITEM-005,19,2026-08-01,30,Wedding,26168879.24,27121455.88,18299915.55,0.85
ITEM-023,72,2026-06-25,167,Other,37837.8,38915.09,26460.0,0.35
ITEM-010,23,2026-06-18,51,Wedding,1150.0,1300.22,0.0,0.41
ITEM-024,234,2026-01-03,196,Wedding,95962.74,86932.24,61425.0,0.36
ITEM-021,28,2026-12-16,37,Wedding,33843.81,33743.96,20580.0,0.75
ITEM-016,40,2026-04-23,88,Birthday,2000.0,2077.47,0.0,0.55
ITEM-003,29,2026-10-19,51,Other,24220.79,25499.11,14728.36,0.74
ITEM-021,136,2026-11-25,161,Birthday,156165.01,150016.56,99960.0,0.75
ITEM-026,10,2026-12-05,18,Birthday,4316.81,3833.84,2625.0,0.71
ITEM-023,54,2026-09-14,48,Birthday,28378.35,30388.06,19845.0,0.35
ITEM-020,70,2026-08-23,166,Birthday,26276.25,25530.14,18375.0,0.77
ITEM-025,80,2026-09-22,101,Wedding,30030.0,32618.95,21000.0,0.39
ITEM-016,44,2026-02-20,86,Wedding,2200.0,2168.47,0.0,0.55
ITEM-010,12,2026-06-20,29,Birthday,600.0,478.58,0.0,0.41
ITEM-015,26,2026-02-05,57,Birthday,1300.0,1317.83,0.0,0.7
ITEM-014,26,2026-08-11,23,Wedding,1300.0,1216.03,0.0,0.75
ITEM-022,29,2026-04-23,66,Corporate,11974.46,12385.22,7612.5,0.79
ITEM-017,25,2026-08-16,35,Corporate,1250.0,1189.68,0.0,0.55
ITEM-019,19,2026-07-25,30,Corporate,11411.4,11244.87,7980.0,0.61
ITEM-012,19,2026-12-26,22,Birthday,8201.94,8085.35,4987.5,0.67
ITEM-026,5,2026-07-08,10,Birthday,1876.88,1809.51,1312.5,0.71
ITEM-004,79,2026-04-05,86,Other,296268682.71,316440295.1,188346270.0,0.28
ITEM-005,109,2026-06-10,180,Wedding,142620391.84,126345934.18,104983726.05,0.85
ITEM-025,61,2026-01-01,96,Wedding,26332.56,23834.42,16012.5,0.39
ITEM-015,5,2026-09-16,10,Other,250.0,228.42,0.0,0.7
ITEM-017,53,2026-07-07,93,Corporate,2650.0,2110.78,0.0,0.55
ITEM-011,162,2026-12-12,318,Corporate,66435.74,67526.7,42525.0,0.69
ITEM-018,26,2026-07-07,40,Corporate,9759.75,9569.72,6825.0,0.64
ITEM-019,26,2026-01-05,43,Corporate,17957.94,19534.83,10920.0,0.61
ITEM-024,34,2026-04-07,81,Corporate,14039.02,13286.83,8925.0,0.36
ITEM-026,24,2026-12-21,30,Wedding,10360.35,10726.68,6300.0,0.71
ITEM-024,23,2026-06-08,40,Wedding,8633.62,8154.98,6037.5,0.36
ITEM-012,62,2026-03-27,85,Corporate,25600.58,21806.93,16275.0,0.67
ITEM-022,64,2026-09-09,78,Birthday,24024.0,28885.62,16800.0,0.79
ITEM-004,54,2026-10-18,48,Wedding,211717896.39,198719755.61,128743020.0,0.28
ITEM-001,16,2026-01-24,26,Other,66333.87,62851.63,40336.8,0.62
ITEM-015,18,2026-07-05,28,Corporate,900.0,896.78,0.0,0.7
ITEM-020,12,2026-01-07,28,Wedding,5180.18,5090.5,3150.0,0.77
ITEM-013,145,2026-05-21,127,Birthday,51707.91,54609.03,38062.5,0.68
ITEM-022,13,2026-10-12,21,Wedding,5611.86,5637.15,3412.5,0.79
ITEM-022,21,2026-09-22,52,Corporate,7882.88,7392.63,5512.5,0.79
ITEM-017,57,2026-12-01,120,Other,2850.0,3050.88,0.0,0.55
ITEM-012,114,2026-03-11,201,Corporate,44718.42,45715.17,29925.0,0.67
ITEM-023,10,2026-05-08,23,Wedding,5255.25,5296.48,3675.0,0.35
ITEM-011,93,2026-01-03,140,Wedding,40146.36,36186.53,24412.5,0.69
ITEM-010,14,2026-03-07,17,Birthday,700.0,634.35,0.0,0.41
ITEM-002,82,2026-06-23,149,Birthday,160878.67,169593.75,112502.57,0.6
ITEM-004,27,2026-10-13,22,Corporate,105858948.2,113277939.56,64371510.0,0.28
ITEM-016,107,2026-03-26,136,Wedding,5350.0,5713.89,0.0,0.55
ITEM-012,23,2026-02-16,51,Other,9928.67,9556.6,6037.5,0.67
ITEM-004,13,2026-06-12,14,Wedding,44320976.7,40714892.02,30993690.0,0.28
ITEM-025,70,2026-09-02,78,Wedding,26276.25,23514.9,18375.0,0.39
ITEM-021,65,2026-03-24,142,Corporate,75150.07,78970.38,47775.0,0.75
ITEM-034,13,2026-02-23,29,Other,650.0,635.95,0.0,0.63
ITEM-025,53,2026-01-22,59,Wedding,22879.11,21348.76,13912.5,0.39
ITEM-019,7,2026-04-22,10,Birthday,4624.62,4753.48,2940.0,0.61
ITEM-034,18,2026-10-14,32,Birthday,900.0,965.62,0.0,0.63
ITEM-018,36,2026-12-15,29,Birthday,15540.52,17898.22,9450.0,0.64
ITEM-010,39,2026-02-10,52,Wedding,1950.0,2022.81,0.0,0.41
ITEM-005,49,2026-10-13,45,Wedding,77611386.58,78694588.8,47194519.05,0.85
ITEM-005,16,2026-09-27,28,Corporate,22036950.94,22163948.76,15410455.2,0.85
ITEM-014,27,2026-12-07,29,Birthday,1350.0,1386.09,0.0,0.75
ITEM-024,29,2026-12-26,62,Wedding,12518.76,11819.84,7612.5,0.36
ITEM-002,60,2026-07-20,50,Birthday,117716.1,107578.42,82318.95,0.6
ITEM-012,39,2026-06-10,85,Corporate,14639.62,12104.85,10237.5,0.67
ITEM-010,25,2026-01-17,43,Wedding,1250.0,1205.94,0.0,0.41
ITEM-015,76,2026-06-03,89,Wedding,3800.0,3947.27,0.0,0.7
ITEM-015,47,2026-01-21,53,Wedding,2350.0,2249.74,0.0,0.7
ITEM-025,39,2026-09-02,33,Birthday,14639.62,13295.91,10237.5,0.39
ITEM-020,25,2026-02-04,43,Corporate,10792.03,10675.65,6562.5,0.77
ITEM-025,18,2026-03-11,15,Corporate,7432.43,6704.66,4725.0,0.39
ITEM-003,56,2026-10-16,49,Wedding,46771.18,50185.41,28440.97,0.74
ITEM-020,29,2026-01-03,40,Birthday,12518.76,13677.84,7612.5,0.77
ITEM-018,92,2026-04-08,98,Corporate,37987.95,37704.14,24150.0,0.64
ITEM-015,21,2026-02-03,25,Birthday,1050.0,1079.7,0.0,0.7
ITEM-026,26,2026-12-19,37,Wedding,11223.71,10772.99,6825.0,0.71
ITEM-002,26,2026-05-06,62,Wedding,51010.31,52128.57,35671.54,0.6
ITEM-014,59,2026-10-18,72,Birthday,2950.0,2899.64,0.0,0.75
ITEM-011,56,2026-08-27,98,Corporate,21021.0,18053.51,14700.0,0.69
ITEM-013,110,2026-05-22,241,Birthday,39226.69,37054.62,28875.0,0.68
ITEM-001,97,2026-11-13,240,Wedding,402149.07,386888.46,244541.85,0.62
ITEM-014,92,2026-01-27,220,Wedding,4600.0,5000.29,0.0,0.75
ITEM-021,28,2026-04-23,42,Wedding,32372.34,34830.5,20580.0,0.75
ITEM-015,8,2026-10-14,16,Corporate,400.0,463.39,0.0,0.7
ITEM-025,22,2026-10-03,26,Corporate,9496.99,8773.28,5775.0,0.39
ITEM-024,49,2026-12-25,74,Wedding,21152.38,20546.53,12862.5,0.36
ITEM-013,29,2026-03-21,59,Other,11974.46,11949.72,7612.5,0.68
ITEM-024,73,2026-02-26,92,Corporate,31512.73,32706.36,19162.5,0.36
ITEM-017,26,2026-07-14,29,Wedding,1300.0,1179.16,0.0,0.55
ITEM-019,25,2026-08-04,54,Other,15015.0,14882.07,10500.0,0.61
ITEM-017,16,2026-12-05,15,Wedding,800.0,613.95,0.0,0.55
ITEM-003,24,2026-04-15,40,Wedding,19173.28,21211.23,12188.99,0.74
ITEM-025,42,2026-04-20,86,Wedding,17342.33,15969.35,11025.0,0.39
ITEM-020,27,2026-05-22,23,Wedding,10135.12,9368.3,7087.5,0.77
ITEM-024,53,2026-04-22,72,Wedding,21884.36,23394.26,13912.5,0.36
ITEM-017,43,2026-09-20,83,Corporate,2150.0,1960.17,0.0,0.55
ITEM-013,25,2026-05-22,48,Wedding,9384.38,10054.77,6562.5,0.68
ITEM-021,143,2026-05-02,219,Birthday,142785.14,160373.31,105105.0,0.75
ITEM-018,80,2026-07-21,122,Wedding,30030.0,31364.75,21000.0,0.64
ITEM-014,231,2026-01-01,378,Wedding,11550.0,12637.74,0.0,0.75
ITEM-034,21,2026-11-13,21,Wedding,1050.0,1027.2,0.0,0.63
ITEM-019,14,2026-10-10,16,Birthday,9669.66,9403.57,5880.0,0.61
ITEM-011,12,2026-06-16,13,Wedding,4504.5,4780.47,3150.0,0.69
ITEM-020,26,2026-02-12,35,Birthday,11223.71,9324.78,6825.0,0.77
ITEM-011,86,2026-04-07,161,Birthday,35510.47,36868.96,22575.0,0.69
ITEM-004,21,2026-09-14,31,Corporate,71595423.9,66610914.84,50066730.0,0.28
ITEM-005,121,2026-08-21,111,Wedding,158321719.38,183034372.49,116541567.45,0.85
ITEM-020,40,2026-10-12,42,Other,17267.25,16815.47,10500.0,0.77
ITEM-015,39,2026-04-24,83,Corporate,1950.0,1660.17,0.0,0.7
ITEM-004,93,2026-07-13,117,Wedding,317065448.7,363706243.53,221724090.0,0.28
ITEM-004,17,2026-07-14,34,Wedding,57958200.3,56217706.48,40530210.0,0.28
ITEM-015,38,2026-01-09,60,Birthday,1900.0,1863.34,0.0,0.7
ITEM-005,27,2026-08-27,35,Other,37187354.7,34590305.6,26005143.15,0.85
ITEM-023,15,2026-03-14,12,Birthday,8671.16,9611.42,5512.5,0.35
ITEM-010,36,2026-09-22,69,Other,1800.0,1933.1,0.0,0.41
ITEM-024,5,2026-08-11,10,Other,1876.88,1792.5,1312.5,0.36
ITEM-017,74,2026-01-17,120,Other,3700.0,4190.83,0.0,0.55
ITEM-001,62,2026-03-03,119,Wedding,245867.92,214835.41,156305.1,0.62
ITEM-015,57,2026-09-22,75,Birthday,2850.0,3100.05,0.0,0.7
ITEM-015,24,2026-04-08,58,Wedding,1200.0,1239.98,0.0,0.7
ITEM-034,14,2026-09-20,26,Corporate,700.0,646.2,0.0,0.63
ITEM-021,85,2026-11-26,110,Other,102740.14,121466.81,62475.0,0.75
ITEM-002,160,2026-04-06,305,Wedding,328035.53,327524.62,219517.2,0.6
ITEM-003,43,2026-06-15,61,Birthday,31229.2,34443.32,21838.6,0.74
ITEM-004,53,2026-12-11,127,Birthday,207797194.61,192499355.82,126358890.0,0.28
ITEM-023,24,2026-09-22,31,Other,12612.6,12455.63,8820.0,0.35
ITEM-004,103,2026-10-11,147,Birthday,383640669.66,365869042.42,245565390.0,0.28
ITEM-015,39,2026-09-26,85,Birthday,1950.0,1797.3,0.0,0.7
ITEM-001,12,2026-12-17,11,Wedding,49750.4,49837.74,30252.6,0.62
ITEM-022,15,2026-08-25,22,Wedding,5630.62,5522.79,3937.5,0.79
ITEM-017,17,2026-10-06,26,Birthday,850.0,1000.85,0.0,0.55
ITEM-020,36,2026-06-27,49,Wedding,13513.5,12305.12,9450.0,0.77
ITEM-019,24,2026-04-11,47,Wedding,15855.84,15701.94,10080.0,0.61
ITEM-003,23,2026-08-24,49,Birthday,16703.99,16869.58,11681.11,0.74
ITEM-016,17,2026-09-18,18,Other,850.0,922.22,0.0,0.55
ITEM-004,37,2026-05-17,62,Wedding,126144318.3,128934591.7,88212810.0,0.28
ITEM-024,5,2026-11-02,10,Corporate,2158.41,2036.38,1312.5,0.36
ITEM-014,5,2026-06-27,10,Other,250.0,211.37,0.0,0.75
ITEM-002,66,2026-04-07,95,Wedding,142436.48,152016.58,90550.85,0.6
ITEM-014,39,2026-06-05,91,Corporate,1950.0,1908.72,0.0,0.75
ITEM-020,11,2026-04-17,18,Wedding,4542.04,3657.55,2887.5,0.77
ITEM-023,9,2026-07-27,21,Birthday,4729.73,4221.17,3307.5,0.35
ITEM-025,49,2026-01-09,40,Corporate,21152.38,21996.93,12862.5,0.39
ITEM-023,51,2026-11-10,87,Wedding,30822.04,31885.08,18742.5,0.35
ITEM-017,19,2026-03-06,27,Other,950.0,887.0,0.0,0.55
ITEM-017,20,2026-04-19,18,Wedding,1000.0,1135.66,0.0,0.55
ITEM-018,151,2026-09-14,367,Wedding,53847.54,54602.64,39637.5,0.64
ITEM-005,11,2026-12-01,14,Birthday,17422964.33,14544850.27,10594687.95,0.85
ITEM-020,6,2026-12-25,10,Wedding,2590.09,2250.77,1575.0,0.77
ITEM-021,14,2026-08-27,29,Birthday,14714.7,15836.17,10290.0,0.75
ITEM-004,143,2026-09-02,124,Other,463154206.51,482755496.48,340930590.0,0.28
ITEM-020,49,2026-02-15,116,Wedding,21152.38,24427.03,12862.5,0.77
ITEM-020,107,2026-03-03,144,Corporate,41972.56,46238.37,28087.5,0.77
ITEM-016,22,2026-09-01,32,Other,1100.0,1152.42,0.0,0.55
ITEM-025,20,2026-12-27,28,Birthday,8633.62,9203.94,5250.0,0.39
ITEM-022,17,2026-03-08,29,Birthday,7019.51,7257.83,4462.5,0.79
ITEM-025,19,2026-12-16,40,Other,8201.94,8270.03,4987.5,0.39
ITEM-010,98,2026-11-11,148,Wedding,4900.0,4441.85,0.0,0.41
ITEM-013,12,2026-05-25,13,Wedding,4504.5,4241.46,3150.0,0.68
ITEM-014,57,2026-08-19,79,Corporate,2850.0,2664.77,0.0,0.75
ITEM-022,14,2026-05-13,21,Wedding,5255.25,5770.86,3675.0,0.79
ITEM-010,26,2026-07-20,32,Birthday,1300.0,1553.92,0.0,0.41
ITEM-019,15,2026-10-18,22,Other,10360.35,10830.92,6300.0,0.61
ITEM-001,20,2026-08-19,37,Birthday,72102.03,75444.21,50421.0,0.62
ITEM-001,5,2026-04-25,10,Other,19828.06,21313.12,12605.25,0.62
ITEM-002,38,2026-03-23,58,Corporate,82008.88,82955.88,52135.34,0.6
ITEM-021,64,2026-01-02,70,Corporate,77357.28,70420.14,47040.0,0.75
ITEM-015,6,2026-06-21,10,Birthday,300.0,301.71,0.0,0.7
ITEM-022,11,2026-02-24,16,Corporate,4748.49,5154.35,2887.5,0.79
ITEM-004,53,2026-01-16,72,Birthday,207797194.61,224245457.66,126358890.0,0.28
ITEM-017,90,2026-02-15,175,Other,4500.0,4733.82,0.0,0.55
ITEM-018,24,2026-09-21,19,Other,9009.0,7702.17,6300.0,0.64
ITEM-026,14,2026-09-20,23,Corporate,5255.25,5329.96,3675.0,0.71
ITEM-005,60,2026-02-20,88,Wedding,95034350.91,103050780.56,57789207.0,0.85
ITEM-002,31,2026-12-10,63,Wedding,69942.98,72659.84,42531.46,0.6
ITEM-003,151,2026-05-19,223,Wedding,104182.07,96281.8,76689.05,0.74
ITEM-017,48,2026-12-23,100,Wedding,2400.0,2502.48,0.0,0.55
ITEM-021,29,2026-03-17,26,Birthday,33528.5,34756.46,21315.0,0.75
ITEM-010,24,2026-01-13,54,Other,1200.0,1440.36,0.0,0.41
ITEM-002,46,2026-02-23,103,Wedding,103786.36,101793.68,63111.2,0.6
ITEM-025,195,2026-10-19,257,Wedding,79968.95,80025.43,51187.5,0.39
ITEM-013,29,2026-08-07,60,Corporate,10885.88,11182.55,7612.5,0.68
ITEM-022,70,2026-07-09,173,Birthday,26276.25,24795.69,18375.0,0.79
ITEM-010,13,2026-11-03,14,Wedding,650.0,692.65,0.0,0.41
